id,title,description,release_year,runtime,genres,production_countries,my_rating,description_join
tm350971,The Last Hour,"Two Peruvian detectives must capture Abimael Guzman, the leader of terrorist organization Shining Path, but their intense and complex relationship will endanger their mission and their lives, in the midst of violent Lima of 1992.",2017,118,"['crime', 'drama', 'history', 'thriller']",['PE'],6.729227864332418,two peruvian detective must capture abimael guzman leader terrorist organization shining path intense complex relationship endanger mission life midst violent lima 1992
tm443283,Loudon Wainwright III: Surviving Twin,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,2018,91,"['music', 'documentation']",['US'],7.939549284920089,grammywinning singer loudon wainwright iii reflects upon unique relationship father evening original song heartfelt story
tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special","After Santa tells Michael Bolton that he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a sexy telethon to get the world to start making love.",2017,54,"['comedy', 'music', 'romance']",['US'],6.526203082098036,santa tell michael bolton need 75000 new baby christmas meet toy supply michael bolton host sexy telethon get world start making love
tm349656,A Sort of Family,"What limits does Malena cross to get what she wants most? Malena is a 38 year old middle class doctor from Buenos Aires. One afternoon she receives the call from Doctor Costas, who informs her that she must travel immediately to the north of the country: the baby she was waiting for is about to be born. Unexpectedly Malena decides to embark on an uncertain journey, full of crossroads, facing all kinds of legal and moral obstacles that will make her constantly wondering how far she is ready to go.",2017,95,"['thriller', 'crime', 'drama', 'european']","['BR', 'DK', 'FR', 'DE', 'PL', 'AR']",6.3838620388584495,limit malena cross get want malena year old middle class doctor buenos aire one afternoon receives call doctor costa informs must travel immediately north country baby waiting born unexpectedly malena decides embark uncertain journey full crossroad facing kind legal moral obstacle make constantly wondering far ready
tm512751,In Line,A man returns from prison hoping to pick up the pieces of his life with his wife and business. Things are not as he hopes when he begins to suspect his wife of infidelity and with the business at stake; he calls in an old friend who is a private investigator for help. A love triangle ensues with everyone fighting for love and for money. Who will come out top.,2017,115,['drama'],['NG'],6.1,man return prison hoping pick piece life wife business thing hope begin suspect wife infidelity business stake call old friend private investigator help love triangle ensues everyone fighting love money come top
tm353875,All the Reasons to Forget,"After ending his long-term relationship, Antonio is sure that he can quickly get over Sofia. But nothing is as simple as it seems. And realizing the impossibility of controlling his own feelings, he begins to boycott them, using all sorts of contemporary palliative measures to free himself from the memories of his ex: cognitive psychoanalysis, prescription drugs, Tinder, among others. Ergo, Antonio will go through several tragicomic situations.",2017,90,"['romance', 'comedy', 'drama']",['BR'],7.1566019125891405,ending longterm relationship antonio sure quickly get sofia nothing simple seems realizing impossibility controlling feeling begin boycott using sort contemporary palliative measure free memory cognitive psychoanalysis prescription drug tinder among others ergo antonio several tragicomic situation
tm327219,Buddy Thunderstruck: The Maybe Pile,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",2017,13,['comedy'],['US'],7.5,champion truckracing dog buddy best friend ferret mechanic darnell paw maybe pile test bunch crazy stunt
tm315865,Laerte-se,"In this film, Laerte conjugates the body in the feminine, and scrutinizes concepts and prejudices. Not in search of an identity, but in search of un-identities. Laerte creates and sends creatures to face reality in the fictional world of comic strips as a vanguard of the self. And, on the streets, the one who becomes the fiction of a real character. Laerte, of all the bodies, and of none, complicates all binaries. In following Laerte, this documentary chooses to clothe the nudity beyond the skin we inhabit.",2017,100,['documentation'],['BR'],7.16495885319257,film laerte conjugate body feminine scrutinizes concept prejudice search identity search unidentities laerte creates sends creature face reality fictional world comic strip vanguard self street one becomes fiction real character laerte body none complicates binary following laerte documentary chooses clothe nudity beyond skin inhabit
tm369433,Awe!,"‘Awe’ charts the journey of a motley of characters that have nothing to do with each other but are yet connected by a single, fragile string. Who are these people and what about their lives connect them to each other is what the film is all about.",2018,115,"['romance', 'drama', 'fantasy', 'horror', 'scifi', 'thriller']",['IN'],7.523763356299645,awe chart journey motley character nothing yet connected single fragile string people life connect film
tm435144,Notes from Dunblane: Lessons from a School Shooting,"In the wake of the 2012 Sandy Hook Elementary School massacre that took the lives of 20 first graders and their teachers, local clergymen Father Bob Weiss receives a letter from a fellow priest in Dunblane, Scotland, whose community suffered an eerily similar fate in 1996. From across the Atlantic, the two priests forge a poignant bond through the shared experience of trauma and healing.",2018,23,['documentation'],['US'],6.1,wake 2012 sandy hook elementary school massacre took life first grader teacher local clergyman father bob wei receives letter fellow priest dunblane scotland whose community suffered eerily similar fate 1996 across atlantic two priest forge poignant bond shared experience trauma healing
tm437159,ReMastered: Who Shot the Sheriff,"In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",2018,57,"['documentation', 'crime', 'history', 'music']",['US'],6.899999999999999,1976 reggae icon bob marley survived assassination attempt rival political group battled jamaica exactly responsible
tm414595,Period. End of Sentence.,"In an effort to improve feminine hygiene, a machine that creates low-cost biodegradable sanitary pads is installed in a rural village in Northern India. Using the machine, a group of local women is employed to produce and sell pads, offering them newfound independence and helping to destigmatize menstruation for all.",2018,26,['documentation'],['US'],8.0,effort improve feminine hygiene machine creates lowcost biodegradable sanitary pad installed rural village northern india using machine group local woman employed produce sell pad offering newfound independence helping destigmatize menstruation
tm459527,Good Game: The Beginning,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.,2018,104,"['comedy', 'drama', 'sport']",['TR'],3.228367490964251,new high school grad avid gamer cenk recruited intense esports team train tournament lifechanging prize
tm444564,Tattoo of Revenge,"After suffering a violent incident, a woman decides to become a vigilante, defending every woman who has suffered from physical or psychological abuse.",2018,150,"['comedy', 'romance', 'thriller']",['MX'],4.99617189367758,suffering violent incident woman decides become vigilante defending every woman suffered physical psychological abuse
tm446574,Love Jacked,"Maya, a headstrong 28-year-old with artistic ambitions – a strong contrast to what her father Ed wants: a dutiful daughter to run the family store. Ed is shocked when Maya takes her assertions of independence a step further and decides to travel to Africa for inspiration and returns with a fiancé who is not quite what he seems.",2018,100,"['comedy', 'romance']","['ZA', 'US', 'CA']",6.026725985869225,maya headstrong 28yearold artistic ambition strong contrast father want dutiful daughter run family store shocked maya take assertion independence step decides travel africa inspiration return fiancé quite seems
tm356684,Animas,"Abraham and his female friend Álex have a close relationship; they share both secrets and fears. When Abraham starts going out with Anchi, he begins to distance himself from Álex, who gradually dives into a living hell where she encounters strange apparitions, nightmarish visions and extreme situations.",2018,83,"['thriller', 'horror', 'animation', 'drama', 'european']","['ES', 'BE']",4.900000000000001,abraham female friend álex close relationship share secret fear abraham start going anchi begin distance álex gradually dive living hell encounter strange apparition nightmarish vision extreme situation
tm858471,The Bridge,"Obadare, a Yoruba prince and Stella, a young lady from a distinguished Igbo family are a couple whose relationship is threatened by tribal prejudice and parental plans for each's life. When the couple secretly weds against their parents' wishes, the consequence shakes the very foundation and sustenance of both families.",2017,115,"['drama', 'romance']",['CA'],5.599999999999999,obadare yoruba prince stella young lady distinguished igbo family couple whose relationship threatened tribal prejudice parental plan life couple secretly wed parent wish consequence shake foundation sustenance family
tm430090,The Last Runaway,Former Colonel Fernandez is appointed Minister of the National Anti-Drug Agency (SENAD) and purges the special forces to fight the first of many battles against drug trafficking on the border of Paraguay and Argentina.,2018,107,"['crime', 'drama', 'action']",['PY'],7.058016285069726,former colonel fernandez appointed minister national antidrug agency senad purge special force fight first many battle drug trafficking border paraguay argentina
tm351181,Turkish Dance School,"Selim a young doctor in search of the 100th patient to finish his thesis comes across a beautiful young girl, Aysel who has tried to commit a suicide. As a possible cure, dance become their main focus and by coincidence they find themselves attending competitions under the guidance of Sengül Dance School.",2017,106,"['comedy', 'drama']",['TR'],5.532253736266002,selim young doctor search 100th patient finish thesis come across beautiful young girl aysel tried commit suicide possible cure dance become main focus coincidence find attending competition guidance sengül dance school
tm504329,Bigger Than Africa,"When the slave boats docked in the Americas, Cuba and the Caribbean, hundreds of cultures and religions came with the Africans but only one survived the plantations. To date, the most pronounced African Culture of the Diasporas remains the culture of the Yoruba. From Brazil to Trinidad, the United States to Cuba, Haiti and the entire Caribbean, this West African culture dominates all other Cultures of Africa and could be said to have survived the plantations for hundreds of years. Bigger Than Africa follows the trans-Atlantic slave trade route from West Africa to six different countries-- USA, Nigeria, Brazil, Republic of Benin, Trinidad and Tobago and Cuba-- to explore and find reasons for the survival of this particular West African Culture.",2018,87,['documentation'],"['US', 'NG']",7.0,slave boat docked america cuba caribbean hundred culture religion came african one survived plantation date pronounced african culture diaspora remains culture yoruba brazil trinidad united state cuba haiti entire caribbean west african culture dominates culture africa could said survived plantation hundred year bigger africa follows transatlantic slave trade route west africa six different country usa nigeria brazil republic benin trinidad tobago cuba explore find reason survival particular west african culture
tm431081,Lionheart,"In order to save her father's ailing bus company, competent but perennially overlooked Adaeze must find a way to work alongside feckless uncle Godswill.",2018,95,"['drama', 'comedy']",['NG'],5.867754567582498,order save father ailing bus company competent perennially overlooked adaeze must find way work alongside feckless uncle godswill
tm446987,Russell Brand: Re:Birth,Russell ruminates on the state of the world and reflects how life has changed since he became a father.,2018,63,['comedy'],['GB'],6.5496161495163445,russell ruminates state world reflects life changed since became father
tm375547,El club de los buenos infieles,"Four childhood friends, all married with no passion left, get together in a high school reunion dinner. Between laughs and drinks, they all agree that they love their wives but no longer desire them. Together they hatch an illogical project: a secret club for men who want to cheat, so that they themselves can regain lust for their wives.",2018,90,"['comedy', 'european']",['ES'],5.161230123179429,four childhood friend married passion left get together high school reunion dinner laugh drink agree love wife longer desire together hatch illogical project secret club men want cheat regain lust wife
tm348175,Jeff Dunham: Relative Disaster,"Ventriloquist Jeff Dunham brings his rude, crude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.",2017,70,['comedy'],['IE'],6.611582225075093,ventriloquist jeff dunham brings rude crude slightly demented posse puppet ireland gleeful skewering family politics
tm351720,The Most Assassinated Woman in the World,"Set against the backdrop of the infamous Theatre Grand Guignol the story revolves around iconic actress Paula Maxa - the most famous of the Grand Guignol's leading ladies and the titular Most Assassinated Woman, who was graphically slain on stage multiple times a day.",2018,102,"['thriller', 'drama', 'european']","['US', 'BE', 'GB']",5.220782119115241,set backdrop infamous theatre grand guignol story revolves around iconic actress paula maxa famous grand guignol leading lady titular assassinated woman graphically slain stage multiple time day
tm492277,Semesta,"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change.",2018,88,['documentation'],['ID'],7.959344086050075,lens faith culture seven province indonesia documentary follows individual strive address climate change
tm461349,Stars in the Sky: A Hunting Story,"This documentary focuses on the lives of American hunters, presented as an honest exploration of the controversies, emotions, and traditions inherent to this most primal human activity.",2018,69,['documentation'],['US'],5.769036852307398,documentary focus life american hunter presented honest exploration controversy emotion tradition inherent primal human activity
tm425748,Cook Off,A Zimbabwean single mother's life is turned upside down when her son enters her into a reality TV cooking competition.,2017,116,"['romance', 'comedy']",['ZW'],6.0810747489663175,zimbabwean single mother life turned upside son enters reality cooking competition
tm411257,Kevin James: Never Don't Give Up,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",2018,62,['comedy'],['US'],6.271995096210637,kevin james make longawaited return standup familyfriendly special dishing fatherhood fan disdain allergy
tm403197,Heaven Without People,"Josephine, the matriarch of a sprawling family, is delighted to gather everyone for Easter lunch for the first time in two years. While they all share a joyful meal, an incident ignites underlying tensions between the family members and leads them gradually into chaos.",2017,91,['drama'],['LB'],7.287349401677297,josephine matriarch sprawling family delighted gather everyone easter lunch first time two year share joyful meal incident ignites underlying tension family member lead gradually chaos
tm368729,My Birthday Song,"Rajiv Kaul, a successful ad-filmmaker, is celebrating his 40th birthday. Everything is as always: friends, food, wine, music. The only thing different is the absence of his wife and kids and the presence of a beautiful stranger, Sandy. Who is she? Why does she stare at him? Do they know each other from before?  A dangerous liaison ensues and throws Rajiv’s life upside down. Nothing is what it seems and there is no one who Rajiv can trust. Neither his wife nor his best friend, but most dangerously, not even himself.  Can Rajiv undo the past and save himself from the impending doom?  A series of twisted events blurs the fine line between past, present and future. Between what’s real and what may not be…",2018,95,['thriller'],['IN'],5.529475765026494,rajiv kaul successful adfilmmaker celebrating 40th birthday everything always friend food wine music thing different absence wife kid presence beautiful stranger sandy stare know dangerous liaison ensues throw rajiv life upside nothing seems one rajiv trust neither wife best friend dangerously even rajiv undo past save impending doom series twisted event blur fine line past present future real may be…
tm138667,Taramani,"An orthodox youngster and a free-spirited lady fall in love, only to understand that they are different in all aspects of life. How do they realise their complex requirements and mistakes?",2017,150,"['drama', 'romance']",['IN'],6.948673488793851,orthodox youngster freespirited lady fall love understand different aspect life realise complex requirement mistake
tm314272,Love.com,It's a love story between a fashion blogger and a video game blogger. The beauty and the nerd.,2017,92,"['romance', 'comedy']",['BR'],6.678649748852795,love story fashion blogger video game blogger beauty nerd
tm436266,Born Racer,"A powerful and inspirational story of dedication, danger, fear, and the rare ‘will’ some of us have to defy all personal limitations.  Experience the fastest motorsport on earth through the eyes of five-time champion Scott Dixon and the Chip Ganassi Racing team. Filmed with an access all areas lens, ‘Born Racer’ follows the people who are passionate about the world of auto racing and asks why some individuals feel compelled to face danger and risk their lives in order to win.  Both action-packed and highly-intimate, it features an intense blend of up close and personal filming with never-before-seen spectacular, cutting-edge racing footage to explore a sport that defines the very people who inhabit it, and pushes them to the edge in their desire for success.",2018,88,"['action', 'drama', 'documentation']",['NZ'],7.507443654702488,powerful inspirational story dedication danger fear rare defy personal limitation experience fastest motorsport earth eye fivetime champion scott dixon chip ganassi racing team filmed access area lens born racer follows people passionate world auto racing asks individual feel compelled face danger risk life order win actionpacked highlyintimate feature intense blend close personal filming neverbeforeseen spectacular cuttingedge racing footage explore sport defines people inhabit push edge desire success
tm447750,Aggretsuko: We Wish You A Metal Christmas,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control.",2018,22,"['animation', 'comedy']",['JP'],7.5,retsuko desperately make plan christmas eve new obsession seeking validation social medium spiral control
tm432313,Manu,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",2018,182,"['thriller', 'romance']",['IN'],7.26536474011846,relationship painter admirer unfolds abstract twistfilled hideandseek game backdrop murder revenge
tm433215,Exes Baggage,"After a chance encounter, Pia  and Nix instantly hit it off. Natural conversations eventually develop into deep attraction. Despite their wounds from previous relationships, both decide to take a chance on each other.  But when their love blossoms into a relationship, their differences will test their love and will make them question: Are they ready for love when they're still carrying baggage from their past?",2018,104,"['drama', 'romance']",['PH'],8.009891804356196,chance encounter pia nix instantly hit natural conversation eventually develop deep attraction despite wound previous relationship decide take chance love blossom relationship difference test love make question ready love still carrying baggage past
tm408781,Teefa in Trouble,Teefa goes to Poland to get Anya to Pakistan to marry Butt gangster's son but lands up in trouble with Anya's gangster father and the Polish police.,2018,155,"['drama', 'comedy', 'action', 'crime', 'romance']",['PK'],7.277715402851146,teefa go poland get anya pakistan marry butt gangster son land trouble anya gangster father polish police
tm429186,Up Among the Stars,"Víctor is a film director who is overcome by his own misfortunes. He is an alcoholic, unemployed and terribly depressed, largely because of the death of his wife. However, Victor is still the best in one thing: telling fantastic stories to his nine-year-old son, Ingmar. These stories are each of the scripts he dreams of directing in the future, when he gathers all the necessary resources. Victor and Ingmar share a present full of sadness and precariousness, but also full of robots and locations of films they have seen together. Despite forming a great team, their problems will multiply when others begin to question their role as a father.",2018,86,"['drama', 'european']",['ES'],5.661074284071226,víctor film director overcome misfortune alcoholic unemployed terribly depressed largely death wife however victor still best one thing telling fantastic story nineyearold son ingmar story script dream directing future gather necessary resource victor ingmar share present full sadness precariousness also full robot location film seen together despite forming great team problem multiply others begin question role father
tm459024,Food on the Go,The diaspora of millions of Italian emigrants marked a strong nutritional influence of this nation on the American continent. The documentary collects the similarities and differences between the dishes adapted to the American taste and his native Italy.,2017,66,"['documentation', 'european']","['IT', 'AR']",6.036282527860158,diaspora million italian emigrant marked strong nutritional influence nation american continent documentary collect similarity difference dish adapted american taste native italy
tm411288,Nigerian Prince,"After being sent to Nigeria against his will, a stubborn Nigerian-American teenager joins forces with an internet scammer in order to return to the United States.",2018,104,"['thriller', 'drama', 'crime']","['NG', 'US']",5.435937850406812,sent nigeria stubborn nigerianamerican teenager join force internet scammer order return united state
tm481188,Isoken,"Everyone in the Osayande family worries about Isoken. She's beautiful, successful, and surrounded by great family and friends, but she's still single at 34--a serious cause for concern in a culture obsessed with marriage. At her youngest sister's wedding, their overbearing mother thrusts her into an orchestrated matchmaking with the ultimate Edo man: Osaze. He's handsome, successful, and from a good family, which makes him perfect Nigerian-husband material. But in an unexpected turn of events, Isoken meets Kevin and falls in love with him, and he just might be what she truly wants in a partner. The only problem: not only is he not an Edo man--he is Oyinbo (Caucasian). Isoken is a romantic dramedy that explores cultural expectation, racial stereotypes, and the bonds that unite families in touching, dramatic, and comedic ways.",2017,100,"['romance', 'comedy', 'drama']",['NG'],4.911785306366235,everyone osayande family worry isoken beautiful successful surrounded great family friend still single serious cause concern culture obsessed marriage youngest sister wedding overbearing mother thrust orchestrated matchmaking ultimate edo man osaze handsome successful good family make perfect nigerianhusband material unexpected turn event isoken meet kevin fall love might truly want partner problem edo man oyinbo caucasian isoken romantic dramedy explores cultural expectation racial stereotype bond unite family touching dramatic comedic way
tm851055,God Calling,"When Sade, the central character suffers a personal tragedy, she is taken on a journey of self-discovery and faith which transforms the lives all those around her. God Calling shines a spotlight on modern day spirituality by imaginatively exploring what it might look like for Abraham or Prophet Elijah to be Nigerian in 2018, and have to contend with disbelief as well as modern-day realities such as smartphones, and social media.",2018,120,['drama'],['unknown_country'],9.0,sade central character suffers personal tragedy taken journey selfdiscovery faith transforms life around god calling shine spotlight modern day spirituality imaginatively exploring might look like abraham prophet elijah nigerian 2018 contend disbelief well modernday reality smartphones social medium
tm313472,The Lost Brother,"Cetarti is drowning in nothingness. With no job or purpose, he spends his days inside watching documentaries on television, until one day he is informed that his mother and brother were gunned down. He travels from Buenos Aires to Lapachito, a decrepit town in the province of Chaco in northern Argentina to deal with their bodies and to get the life insurance money. There he meets Duarte, a sort of boss in the town and a friend of his mother's murderer who also kidnaps people for money. Cetarti's path will lead him to committing illegal acts to get his hands on the insurance money and to his involvement in Duarte's dark dealings, leading to an absurd and unexpected outcome.",2017,112,"['thriller', 'crime', 'drama', 'european']",['AR'],6.793342049592764,cetarti drowning nothingness job purpose spends day inside watching documentary television one day informed mother brother gunned travel buenos aire lapachito decrepit town province chaco northern argentina deal body get life insurance money meet duarte sort bos town friend mother murderer also kidnaps people money cetarti path lead committing illegal act get hand insurance money involvement duarte dark dealing leading absurd unexpected outcome
tm430057,Weapon of Choice,"""They never fail."" The Glock pistol has been fetishised in films and the arts, and is a regular topseller in the international arms market. For the first time, the filmmaking duo Fritz Ofner and Eva Hausberger tell the story of the rise of the Glock: An Austrian design that became the most sought-after service and murder weapon worldwide. Tracing the web of power, money, violence and politics, the film masterfully portrays the dark sides of globalisation and not least an Austrian tale of willful ignorance.",2018,90,"['documentation', 'european']","['AT', 'IQ', 'US']",5.155009061437025,never fail glock pistol fetishised film art regular topseller international arm market first time filmmaking duo fritz ofner eva hausberger tell story rise glock austrian design became soughtafter service murder weapon worldwide tracing web power money violence politics film masterfully portrays dark side globalisation least austrian tale willful ignorance
tm316744,Lucas Brothers: On Drugs,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",2017,49,['comedy'],['US'],5.328269258568329,deadpan twin comic keith kenny lucas take stage brooklyn set touch drug race deion sander teacher simpson
tm361312,A StoryBots Christmas,"When Bo mistakenly thinks that her friends don't like her gifts, she heads to the North Pole to ask Santa for help making better presents. She learns along the way that Christmas is about far more than just the toys.",2017,25,"['animation', 'comedy', 'family', 'fantasy']",['US'],6.184349305528377,mistakenly think friend like gift head north pole ask santa help making better present learns along way christmas far toy
tm327951,The Doll 2,A couple who devastated after losing their only child resort into obsessive act that can dangerously threatening their own life.,2017,116,"['horror', 'thriller']",['ID'],5.556812932259779,couple devastated losing child resort obsessive act dangerously threatening life
tm447261,Free Rein: The Twelve Neighs of Christmas,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.",2018,58,"['drama', 'comedy', 'family']",['US'],6.793718866666968,bright field prep mistletoe ball broken ornament lead zoe family secret gaby find mercy new bos mia
tm321149,Fishtronaut: The Movie,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",2018,88,"['animation', 'action', 'family']",['BR'],7.995148489762817,fishtronaut marina zeek travel big city search grandpa find everyone else mysteriously vanished
tm684591,Freej Al Taibeen,"Local rivals gear up to compete in a traditional game that tests their physical strength and endurance, but complications disrupt their training.",2018,100,"['comedy', 'sport']",['AE'],2.025411689223807,local rival gear compete traditional game test physical strength endurance complication disrupt training
tm360618,The Trader,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",2018,23,['documentation'],['GE'],6.700000000000001,traveling trader provides window rural life republic georgia potato currency ambition crushed poverty
tm197806,For Here or to Go?,An aspiring Indian tech entrepreneur in the Silicon Valley finds himself unexpectedly battling the bizarre American immigration system to keep his dream alive or prepare to return home forever.,2017,105,"['comedy', 'drama']",['US'],6.905503931223603,aspiring indian tech entrepreneur silicon valley find unexpectedly battling bizarre american immigration system keep dream alive prepare return home forever
tm404449,Ayotzinapa: The Turtle's Pace,A film about the 43 students from Ayotzinapa who disappeared.,2018,80,['documentation'],['MX'],6.710212042454518,film student ayotzinapa disappeared
tm352865,Rodney Carrington: Here Comes the Truth,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",2017,66,"['comedy', 'documentation']",['XX'],5.044944319458763,raunchy country comic musician rodney carrington joke sings life 40 poking fun sex relationship gaining weight
tm412515,Coffee for All,"Just as ""the fluttering of the wings of a butterfly can be felt on the other side of the world"" (according to the Chinese proverb) a coffee offered in Naples can be felt in Buenos Aires and replicated in New York. In the bars of threedifferent cities ofthe world, the camera will record the ""first flutter"" of a coffee cup offered to a customer.",2017,69,"['documentation', 'european']","['AR', 'IT']",5.765164906965416,fluttering wing butterfly felt side world according chinese proverb coffee offered naples felt buenos aire replicated new york bar threedifferent city ofthe world camera record first flutter coffee cup offered customer
tm415938,No One Will Ever Know,"""No One Will Ever Know"" - An anodyne environment and a perennial lack of affection, push Lucia and Braulio to turn in the fiction world; to materialize their dreams. Neither inclement reality can stop them.",2018,102,['drama'],['MX'],5.735306868922622,one ever know anodyne environment perennial lack affection push lucia braulio turn fiction world materialize dream neither inclement reality stop
tm364417,Fanatyk,"As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",2017,33,"['drama', 'comedy']",['PL'],6.7,son deal struggle must calm father obsession fishing outlandish behavior ruin entire family
tm344562,Listen,"Despite living in a doomed country that hangs by a thread, Joud, a handsome sound engineer meets and falls in love with strong and free-spirited Rana. The young lovers, from completely different social and religious backgrounds, are drawn closer to each other, but a drastic turn of events gets between them and Rana suddenly slips away. As her parents forbid Joud from seeing her, the young man determined to see her again, finds new means of communicating with her by convincing Marwa, her sister, to download his voice messages and secretly play them to Rana",2017,109,"['drama', 'romance']",['LB'],7.593421614464416,despite living doomed country hang thread joud handsome sound engineer meet fall love strong freespirited rana young lover completely different social religious background drawn closer drastic turn event get rana suddenly slip away parent forbid joud seeing young man determined see find new mean communicating convincing marwa sister download voice message secretly play rana
tm317274,Can't Help Falling in Love,Gab de la Cuesta is a high-strung career woman who got recently engaged to her longtime boyfriend. Her well-planned life suddenly becomes complicated when she discovers that she is actually married to a total stranger.,2017,119,"['romance', 'comedy', 'drama']",['PH'],7.429302814586735,gab cuesta highstrung career woman got recently engaged longtime boyfriend wellplanned life suddenly becomes complicated discovers actually married total stranger
tm444257,Genius,"Pressured by his dad since childhood and by his boss at work, a man has a breakdown, but finds his rehabilitation at the unlikeliest of places.",2018,98,['unknown'],['IN'],6.5,pressured dad since childhood bos work man breakdown find rehabilitation unlikeliest place
tm1073482,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,"While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers.",2018,86,['unknown'],['unknown_country'],10.0,japan best friend motu patlu one month train epic martial art battle two wicked highly skilled brother
tm348845,Marc Maron: Too Real,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",2017,70,['comedy'],['US'],6.958040195040643,battlescarred standup comedian marc maron unleashes storm idea meditation mortality documentary film weird modern world
tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,"Quebec, 1956. The impulsive and headstrong Nelly Maloye, a novice private eye, joins the methodical and pragmatic Simon Picard, a research scientist in a dubious quest to prove the existence of the elusive Yeti. The brave-hearted heroes come face-to-face with countless dangers during their trek through the heart of the Himalayas.",2017,84,"['animation', 'comedy']",['CA'],5.567512624949332,quebec 1956 impulsive headstrong nelly maloye novice private eye join methodical pragmatic simon picard research scientist dubious quest prove existence elusive yeti bravehearted hero come facetoface countless danger trek heart himalaya
tm434676,Joe Rogan: Strange Times,"Outspoken as ever, comedian Joe Rogan takes on politics, pro wrestling, pot laws, cats, vegans and much more in a stand-up special shot in Boston.",2018,63,['comedy'],['US'],7.222623806230355,outspoken ever comedian joe rogan take politics pro wrestling pot law cat vegan much standup special shot boston
tm346867,Lynne Koplitz: Hormonal Beast,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",2017,51,['comedy'],['US'],5.7195596778827325,unabashed comedian lynne koplitz offer woman take crazy benefit childlessness three thing men really want
tm319127,Vir Das: Abroad Understanding,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",2017,65,['comedy'],"['IN', 'US']",6.900000000000001,comedian vir da tackle nationalism globalism good food bad politics two cleverly crosscut performance new york new delhi
tm349140,Joaquín Reyes: Una y no más,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more.",2017,77,['comedy'],['unknown_country'],5.999999999999999,comedian celebrity impersonator joaquín reyes decides zesty self night story bus bathroom habit royalty
tm416458,The Insomnia Club,Three people with insomnia get together at a supermarket where they share their experiences.,2018,84,"['comedy', 'drama']",['MX'],6.2808298554928905,three people insomnia get together supermarket share experience
tm409376,Pickpockets,An aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá,2018,100,"['crime', 'drama', 'thriller']",['CO'],5.133668235943393,aspiring teen thief learn take successful pickpocket street bogotá
tm430660,Munafik 2,"Ustaz Adam has to help a friend whose village is corrupted by a group of misguided religionists lead by a sinister sorcerer. To make matter worse, Adam himself is also being mysteriously haunted by evil apparitions that keeps disturbing him from time to time.",2018,104,['horror'],['MY'],5.6396245911179665,ustaz adam help friend whose village corrupted group misguided religionist lead sinister sorcerer make matter worse adam also mysteriously haunted evil apparition keep disturbing time time
tm447263,Super Monsters and the Wish Star,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!",2018,27,"['comedy', 'family', 'animation', 'fantasy']",['US'],5.2,christmas wish come true lobo whose favorite cousin arrives surprise visit glorb wish could everywhere
tm421161,W. Kamau Bell: Private School Negro,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",2018,65,['comedy'],['US'],6.3374499706398995,comedian kamau bell mus parenting trump era free speech dustup woke child fear going grid
